Entity,Code,Day,temperature_anomaly
Northern Hemisphere,,11/15/1978,0.16
Northern Hemisphere,,12/15/1978,0.02
Northern Hemisphere,,1/15/1979,-0.05
Northern Hemisphere,,2/15/1979,-0.35
Northern Hemisphere,,3/15/1979,0.18
Northern Hemisphere,,4/15/1979,-0.17
Northern Hemisphere,,5/15/1979,0.01
Northern Hemisphere,,6/15/1979,0.08
Northern Hemisphere,,7/15/1979,0.05
Northern Hemisphere,,8/15/1979,0.04
Northern Hemisphere,,9/15/1979,0.19
Northern Hemisphere,,10/15/1979,0.23
Northern Hemisphere,,11/15/1979,0.25
Northern Hemisphere,,12/15/1979,0.54
Northern Hemisphere,,1/15/1980,0.21
Northern Hemisphere,,2/15/1980,0.41
Northern Hemisphere,,3/15/1980,0.07
Northern Hemisphere,,4/15/1980,0.15
Northern Hemisphere,,5/15/1980,0.26
Northern Hemisphere,,6/15/1980,0.19
Northern Hemisphere,,7/15/1980,0.13
Northern Hemisphere,,8/15/1980,0.09
Northern Hemisphere,,9/15/1980,0.1
Northern Hemisphere,,10/15/1980,0.11
Northern Hemisphere,,11/15/1980,0.2
Northern Hemisphere,,12/15/1980,0.09
Northern Hemisphere,,1/15/1981,0.79
Northern Hemisphere,,2/15/1981,0.62
Northern Hemisphere,,3/15/1981,0.67
Northern Hemisphere,,4/15/1981,0.39
Northern Hemisphere,,5/15/1981,0.18
Northern Hemisphere,,6/15/1981,0.28
Northern Hemisphere,,7/15/1981,0.09
Northern Hemisphere,,8/15/1981,0.16
Northern Hemisphere,,9/15/1981,0.14
Northern Hemisphere,,10/15/1981,0.23
Northern Hemisphere,,11/15/1981,0.35
Northern Hemisphere,,12/15/1981,0.54
Northern Hemisphere,,1/15/1982,-0.14
Northern Hemisphere,,2/15/1982,0.16
Northern Hemisphere,,3/15/1982,0.06
Northern Hemisphere,,4/15/1982,0.17
Northern Hemisphere,,5/15/1982,0.09
Northern Hemisphere,,6/15/1982,0.01
Northern Hemisphere,,7/15/1982,0.04
Northern Hemisphere,,8/15/1982,-0.07
Northern Hemisphere,,9/15/1982,0.06
Northern Hemisphere,,10/15/1982,0
Northern Hemisphere,,11/15/1982,-0.11
Northern Hemisphere,,12/15/1982,0.38
Northern Hemisphere,,1/15/1983,0.55
Northern Hemisphere,,2/15/1983,0.34
Northern Hemisphere,,3/15/1983,0.42
Northern Hemisphere,,4/15/1983,0.06
Northern Hemisphere,,5/15/1983,0.05
Northern Hemisphere,,6/15/1983,0.11
Northern Hemisphere,,7/15/1983,0.2
Northern Hemisphere,,8/15/1983,0.25
Northern Hemisphere,,9/15/1983,0.26
Northern Hemisphere,,10/15/1983,0.12
Northern Hemisphere,,11/15/1983,0.49
Northern Hemisphere,,12/15/1983,0.11
Northern Hemisphere,,1/15/1984,0.33
Northern Hemisphere,,2/15/1984,0.02
Northern Hemisphere,,3/15/1984,0.18
Northern Hemisphere,,4/15/1984,-0.07
Northern Hemisphere,,5/15/1984,0.23
Northern Hemisphere,,6/15/1984,0.09
Northern Hemisphere,,7/15/1984,0.09
Northern Hemisphere,,8/15/1984,0.06
Northern Hemisphere,,9/15/1984,-0.04
Northern Hemisphere,,10/15/1984,0.08
Northern Hemisphere,,11/15/1984,-0.11
Northern Hemisphere,,12/15/1984,-0.42
Northern Hemisphere,,1/15/1985,0.07
Northern Hemisphere,,2/15/1985,-0.3
Northern Hemisphere,,3/15/1985,0
Northern Hemisphere,,4/15/1985,-0.04
Northern Hemisphere,,5/15/1985,0.09
Northern Hemisphere,,6/15/1985,0
Northern Hemisphere,,7/15/1985,-0.08
Northern Hemisphere,,8/15/1985,-0.02
Northern Hemisphere,,9/15/1985,0.03
Northern Hemisphere,,10/15/1985,0.02
Northern Hemisphere,,11/15/1985,0.02
Northern Hemisphere,,12/15/1985,0.16
Northern Hemisphere,,1/15/1986,0.36
Northern Hemisphere,,2/15/1986,0.31
Northern Hemisphere,,3/15/1986,0.26
Northern Hemisphere,,4/15/1986,0.15
Northern Hemisphere,,5/15/1986,0.19
Northern Hemisphere,,6/15/1986,0.14
Northern Hemisphere,,7/15/1986,-0.02
Northern Hemisphere,,8/15/1986,0.04
Northern Hemisphere,,9/15/1986,-0.02
Northern Hemisphere,,10/15/1986,0.09
Northern Hemisphere,,11/15/1986,0.04
Northern Hemisphere,,12/15/1986,0.06
Northern Hemisphere,,1/15/1987,0.25
Northern Hemisphere,,2/15/1987,0.5
Northern Hemisphere,,3/15/1987,0
Northern Hemisphere,,4/15/1987,0.07
Northern Hemisphere,,5/15/1987,0.23
Northern Hemisphere,,6/15/1987,0.16
Northern Hemisphere,,7/15/1987,0.25
Northern Hemisphere,,8/15/1987,0.27
Northern Hemisphere,,9/15/1987,0.39
Northern Hemisphere,,10/15/1987,0.22
Northern Hemisphere,,11/15/1987,0.1
Northern Hemisphere,,12/15/1987,0.5
Northern Hemisphere,,1/15/1988,0.59
Northern Hemisphere,,2/15/1988,0.46
Northern Hemisphere,,3/15/1988,0.47
Northern Hemisphere,,4/15/1988,0.44
Northern Hemisphere,,5/15/1988,0.43
Northern Hemisphere,,6/15/1988,0.4
Northern Hemisphere,,7/15/1988,0.42
Northern Hemisphere,,8/15/1988,0.26
Northern Hemisphere,,9/15/1988,0.26
Northern Hemisphere,,10/15/1988,0.23
Northern Hemisphere,,11/15/1988,0.05
Northern Hemisphere,,12/15/1988,0.42
Northern Hemisphere,,1/15/1989,0.08
Northern Hemisphere,,2/15/1989,0.39
Northern Hemisphere,,3/15/1989,0.45
Northern Hemisphere,,4/15/1989,0.32
Northern Hemisphere,,5/15/1989,0.22
Northern Hemisphere,,6/15/1989,0.24
Northern Hemisphere,,7/15/1989,0.32
Northern Hemisphere,,8/15/1989,0.26
Northern Hemisphere,,9/15/1989,0.24
Northern Hemisphere,,10/15/1989,0.25
Northern Hemisphere,,11/15/1989,0.11
Northern Hemisphere,,12/15/1989,0.33
Northern Hemisphere,,1/15/1990,0.47
Northern Hemisphere,,2/15/1990,0.54
Northern Hemisphere,,3/15/1990,1.16
Northern Hemisphere,,4/15/1990,0.71
Northern Hemisphere,,5/15/1990,0.5
Northern Hemisphere,,6/15/1990,0.48
Northern Hemisphere,,7/15/1990,0.33
Northern Hemisphere,,8/15/1990,0.41
Northern Hemisphere,,9/15/1990,0.42
Northern Hemisphere,,10/15/1990,0.48
Northern Hemisphere,,11/15/1990,0.46
Northern Hemisphere,,12/15/1990,0.38
Northern Hemisphere,,1/15/1991,0.59
Northern Hemisphere,,2/15/1991,0.56
Northern Hemisphere,,3/15/1991,0.45
Northern Hemisphere,,4/15/1991,0.56
Northern Hemisphere,,5/15/1991,0.33
Northern Hemisphere,,6/15/1991,0.47
Northern Hemisphere,,7/15/1991,0.43
Northern Hemisphere,,8/15/1991,0.35
Northern Hemisphere,,9/15/1991,0.35
Northern Hemisphere,,10/15/1991,0.29
Northern Hemisphere,,11/15/1991,0.32
Northern Hemisphere,,12/15/1991,0.2
Northern Hemisphere,,1/15/1992,0.61
Northern Hemisphere,,2/15/1992,0.49
Northern Hemisphere,,3/15/1992,0.54
Northern Hemisphere,,4/15/1992,0.15
Northern Hemisphere,,5/15/1992,0.18
Northern Hemisphere,,6/15/1992,0.04
Northern Hemisphere,,7/15/1992,-0.1
Northern Hemisphere,,8/15/1992,-0.07
Northern Hemisphere,,9/15/1992,-0.18
Northern Hemisphere,,10/15/1992,-0.17
Northern Hemisphere,,11/15/1992,-0.09
Northern Hemisphere,,12/15/1992,0.21
Northern Hemisphere,,1/15/1993,0.39
Northern Hemisphere,,2/15/1993,0.52
Northern Hemisphere,,3/15/1993,0.39
Northern Hemisphere,,4/15/1993,0.23
Northern Hemisphere,,5/15/1993,0.32
Northern Hemisphere,,6/15/1993,0.22
Northern Hemisphere,,7/15/1993,0.12
Northern Hemisphere,,8/15/1993,0.02
Northern Hemisphere,,9/15/1993,-0.06
Northern Hemisphere,,10/15/1993,0.12
Northern Hemisphere,,11/15/1993,-0.21
Northern Hemisphere,,12/15/1993,0.22
Northern Hemisphere,,1/15/1994,0.34
Northern Hemisphere,,2/15/1994,-0.04
Northern Hemisphere,,3/15/1994,0.49
Northern Hemisphere,,4/15/1994,0.48
Northern Hemisphere,,5/15/1994,0.39
Northern Hemisphere,,6/15/1994,0.42
Northern Hemisphere,,7/15/1994,0.34
Northern Hemisphere,,8/15/1994,0.33
Northern Hemisphere,,9/15/1994,0.33
Northern Hemisphere,,10/15/1994,0.54
Northern Hemisphere,,11/15/1994,0.5
Northern Hemisphere,,12/15/1994,0.36
Northern Hemisphere,,1/15/1995,0.75
Northern Hemisphere,,2/15/1995,1.19
Northern Hemisphere,,3/15/1995,0.59
Northern Hemisphere,,4/15/1995,0.72
Northern Hemisphere,,5/15/1995,0.41
Northern Hemisphere,,6/15/1995,0.5
Northern Hemisphere,,7/15/1995,0.37
Northern Hemisphere,,8/15/1995,0.54
Northern Hemisphere,,9/15/1995,0.43
Northern Hemisphere,,10/15/1995,0.6
Northern Hemisphere,,11/15/1995,0.57
Northern Hemisphere,,12/15/1995,0.27
Northern Hemisphere,,1/15/1996,0.27
Northern Hemisphere,,2/15/1996,0.55
Northern Hemisphere,,3/15/1996,0.32
Northern Hemisphere,,4/15/1996,0.17
Northern Hemisphere,,5/15/1996,0.35
Northern Hemisphere,,6/15/1996,0.25
Northern Hemisphere,,7/15/1996,0.29
Northern Hemisphere,,8/15/1996,0.19
Northern Hemisphere,,9/15/1996,0.04
Northern Hemisphere,,10/15/1996,0.05
Northern Hemisphere,,11/15/1996,0.35
Northern Hemisphere,,12/15/1996,0.35
Northern Hemisphere,,1/15/1997,0.34
Northern Hemisphere,,2/15/1997,0.6
Northern Hemisphere,,3/15/1997,0.75
Northern Hemisphere,,4/15/1997,0.49
Northern Hemisphere,,5/15/1997,0.42
Northern Hemisphere,,6/15/1997,0.49
Northern Hemisphere,,7/15/1997,0.41
Northern Hemisphere,,8/15/1997,0.48
Northern Hemisphere,,9/15/1997,0.52
Northern Hemisphere,,10/15/1997,0.63
Northern Hemisphere,,11/15/1997,0.59
Northern Hemisphere,,12/15/1997,0.51
Northern Hemisphere,,1/15/1998,0.62
Northern Hemisphere,,2/15/1998,1.04
Northern Hemisphere,,3/15/1998,0.72
Northern Hemisphere,,4/15/1998,0.87
Northern Hemisphere,,5/15/1998,0.66
Northern Hemisphere,,6/15/1998,0.73
Northern Hemisphere,,7/15/1998,0.75
Northern Hemisphere,,8/15/1998,0.72
Northern Hemisphere,,9/15/1998,0.61
Northern Hemisphere,,10/15/1998,0.54
Northern Hemisphere,,11/15/1998,0.49
Northern Hemisphere,,12/15/1998,0.73
Northern Hemisphere,,1/15/1999,0.59
Northern Hemisphere,,2/15/1999,1
Northern Hemisphere,,3/15/1999,0.29
Northern Hemisphere,,4/15/1999,0.54
Northern Hemisphere,,5/15/1999,0.36
Northern Hemisphere,,6/15/1999,0.35
Northern Hemisphere,,7/15/1999,0.36
Northern Hemisphere,,8/15/1999,0.31
Northern Hemisphere,,9/15/1999,0.4
Northern Hemisphere,,10/15/1999,0.4
Northern Hemisphere,,11/15/1999,0.53
Northern Hemisphere,,12/15/1999,0.66
Northern Hemisphere,,1/15/2000,0.38
Northern Hemisphere,,2/15/2000,0.89
Northern Hemisphere,,3/15/2000,0.83
Northern Hemisphere,,4/15/2000,0.89
Northern Hemisphere,,5/15/2000,0.55
Northern Hemisphere,,6/15/2000,0.44
Northern Hemisphere,,7/15/2000,0.42
Northern Hemisphere,,8/15/2000,0.47
Northern Hemisphere,,9/15/2000,0.36
Northern Hemisphere,,10/15/2000,0.29
Northern Hemisphere,,11/15/2000,0.2
Northern Hemisphere,,12/15/2000,0.27
Northern Hemisphere,,1/15/2001,0.56
Northern Hemisphere,,2/15/2001,0.46
Northern Hemisphere,,3/15/2001,0.76
Northern Hemisphere,,4/15/2001,0.6
Northern Hemisphere,,5/15/2001,0.69
Northern Hemisphere,,6/15/2001,0.51
Northern Hemisphere,,7/15/2001,0.63
Northern Hemisphere,,8/15/2001,0.68
Northern Hemisphere,,9/15/2001,0.56
Northern Hemisphere,,10/15/2001,0.6
Northern Hemisphere,,11/15/2001,0.98
Northern Hemisphere,,12/15/2001,0.65
Northern Hemisphere,,1/15/2002,1.02
Northern Hemisphere,,2/15/2002,1.14
Northern Hemisphere,,3/15/2002,1.11
Northern Hemisphere,,4/15/2002,0.51
Northern Hemisphere,,5/15/2002,0.52
Northern Hemisphere,,6/15/2002,0.68
Northern Hemisphere,,7/15/2002,0.66
Northern Hemisphere,,8/15/2002,0.55
Northern Hemisphere,,9/15/2002,0.62
Northern Hemisphere,,10/15/2002,0.54
Northern Hemisphere,,11/15/2002,0.79
Northern Hemisphere,,12/15/2002,0.42
Northern Hemisphere,,1/15/2003,0.93
Northern Hemisphere,,2/15/2003,0.56
Northern Hemisphere,,3/15/2003,0.67
Northern Hemisphere,,4/15/2003,0.61
Northern Hemisphere,,5/15/2003,0.72
Northern Hemisphere,,6/15/2003,0.54
Northern Hemisphere,,7/15/2003,0.68
Northern Hemisphere,,8/15/2003,0.86
Northern Hemisphere,,9/15/2003,0.78
Northern Hemisphere,,10/15/2003,0.99
Northern Hemisphere,,11/15/2003,0.66
Northern Hemisphere,,12/15/2003,0.98
Northern Hemisphere,,1/15/2004,0.67
Northern Hemisphere,,2/15/2004,0.92
Northern Hemisphere,,3/15/2004,0.86
Northern Hemisphere,,4/15/2004,0.7
Northern Hemisphere,,5/15/2004,0.52
Northern Hemisphere,,6/15/2004,0.47
Northern Hemisphere,,7/15/2004,0.5
Northern Hemisphere,,8/15/2004,0.55
Northern Hemisphere,,9/15/2004,0.6
Northern Hemisphere,,10/15/2004,0.7
Northern Hemisphere,,11/15/2004,0.98
Northern Hemisphere,,12/15/2004,0.45
Northern Hemisphere,,1/15/2005,0.94
Northern Hemisphere,,2/15/2005,0.72
Northern Hemisphere,,3/15/2005,0.94
Northern Hemisphere,,4/15/2005,0.92
Northern Hemisphere,,5/15/2005,0.78
Northern Hemisphere,,6/15/2005,0.79
Northern Hemisphere,,7/15/2005,0.75
Northern Hemisphere,,8/15/2005,0.69
Northern Hemisphere,,9/15/2005,0.9
Northern Hemisphere,,10/15/2005,0.95
Northern Hemisphere,,11/15/2005,1.06
Northern Hemisphere,,12/15/2005,0.84
Northern Hemisphere,,1/15/2006,0.65
Northern Hemisphere,,2/15/2006,0.95
Northern Hemisphere,,3/15/2006,0.78
Northern Hemisphere,,4/15/2006,0.59
Northern Hemisphere,,5/15/2006,0.76
Northern Hemisphere,,6/15/2006,0.81
Northern Hemisphere,,7/15/2006,0.69
Northern Hemisphere,,8/15/2006,0.69
Northern Hemisphere,,9/15/2006,0.82
Northern Hemisphere,,10/15/2006,0.96
Northern Hemisphere,,11/15/2006,0.95
Northern Hemisphere,,12/15/2006,1.15
Northern Hemisphere,,1/15/2007,1.45
Northern Hemisphere,,2/15/2007,0.9
Northern Hemisphere,,3/15/2007,0.96
Northern Hemisphere,,4/15/2007,1.07
Northern Hemisphere,,5/15/2007,0.72
Northern Hemisphere,,6/15/2007,0.65
Northern Hemisphere,,7/15/2007,0.66
Northern Hemisphere,,8/15/2007,0.73
Northern Hemisphere,,9/15/2007,0.67
Northern Hemisphere,,10/15/2007,0.83
Northern Hemisphere,,11/15/2007,0.82
Northern Hemisphere,,12/15/2007,0.77
Northern Hemisphere,,1/15/2008,0.34
Northern Hemisphere,,2/15/2008,0.59
Northern Hemisphere,,3/15/2008,1.14
Northern Hemisphere,,4/15/2008,0.65
Northern Hemisphere,,5/15/2008,0.6
Northern Hemisphere,,6/15/2008,0.61
Northern Hemisphere,,7/15/2008,0.6
Northern Hemisphere,,8/15/2008,0.6
Northern Hemisphere,,9/15/2008,0.58
Northern Hemisphere,,10/15/2008,0.86
Northern Hemisphere,,11/15/2008,0.97
Northern Hemisphere,,12/15/2008,0.66
Northern Hemisphere,,1/15/2009,0.82
Northern Hemisphere,,2/15/2009,0.7
Northern Hemisphere,,3/15/2009,0.59
Northern Hemisphere,,4/15/2009,0.7
Northern Hemisphere,,5/15/2009,0.66
Northern Hemisphere,,6/15/2009,0.68
Northern Hemisphere,,7/15/2009,0.68
Northern Hemisphere,,8/15/2009,0.72
Northern Hemisphere,,9/15/2009,0.85
Northern Hemisphere,,10/15/2009,0.79
Northern Hemisphere,,11/15/2009,0.84
Northern Hemisphere,,12/15/2009,0.67
Northern Hemisphere,,1/15/2010,0.8
Northern Hemisphere,,2/15/2010,0.94
Northern Hemisphere,,3/15/2010,1.1
Northern Hemisphere,,4/15/2010,1.13
Northern Hemisphere,,5/15/2010,0.94
Northern Hemisphere,,6/15/2010,0.85
Northern Hemisphere,,7/15/2010,0.89
Northern Hemisphere,,8/15/2010,0.86
Northern Hemisphere,,9/15/2010,0.7
Northern Hemisphere,,10/15/2010,0.89
Northern Hemisphere,,11/15/2010,1.2
Northern Hemisphere,,12/15/2010,0.5
Northern Hemisphere,,1/15/2011,0.61
Northern Hemisphere,,2/15/2011,0.56
Northern Hemisphere,,3/15/2011,0.88
Northern Hemisphere,,4/15/2011,0.84
Northern Hemisphere,,5/15/2011,0.66
Northern Hemisphere,,6/15/2011,0.76
Northern Hemisphere,,7/15/2011,0.73
Northern Hemisphere,,8/15/2011,0.71
Northern Hemisphere,,9/15/2011,0.74
Northern Hemisphere,,10/15/2011,0.91
Northern Hemisphere,,11/15/2011,0.66
Northern Hemisphere,,12/15/2011,0.88
Northern Hemisphere,,1/15/2012,0.68
Northern Hemisphere,,2/15/2012,0.59
Northern Hemisphere,,3/15/2012,0.71
Northern Hemisphere,,4/15/2012,1.07
Northern Hemisphere,,5/15/2012,0.97
Northern Hemisphere,,6/15/2012,0.94
Northern Hemisphere,,7/15/2012,0.85
Northern Hemisphere,,8/15/2012,0.76
Northern Hemisphere,,9/15/2012,0.86
Northern Hemisphere,,10/15/2012,0.91
Northern Hemisphere,,11/15/2012,0.98
Northern Hemisphere,,12/15/2012,0.46
Northern Hemisphere,,1/15/2013,0.84
Northern Hemisphere,,2/15/2013,0.79
Northern Hemisphere,,3/15/2013,0.81
Northern Hemisphere,,4/15/2013,0.68
Northern Hemisphere,,5/15/2013,0.78
Northern Hemisphere,,6/15/2013,0.77
Northern Hemisphere,,7/15/2013,0.7
Northern Hemisphere,,8/15/2013,0.74
Northern Hemisphere,,9/15/2013,0.7
Northern Hemisphere,,10/15/2013,0.83
Northern Hemisphere,,11/15/2013,1.13
Northern Hemisphere,,12/15/2013,0.84
Northern Hemisphere,,1/15/2014,0.97
Northern Hemisphere,,2/15/2014,0.72
Northern Hemisphere,,3/15/2014,1.2
Northern Hemisphere,,4/15/2014,1.08
Northern Hemisphere,,5/15/2014,0.9
Northern Hemisphere,,6/15/2014,0.82
Northern Hemisphere,,7/15/2014,0.77
Northern Hemisphere,,8/15/2014,0.91
Northern Hemisphere,,9/15/2014,0.84
Northern Hemisphere,,10/15/2014,0.93
Northern Hemisphere,,11/15/2014,0.81
Northern Hemisphere,,12/15/2014,1.1
Northern Hemisphere,,1/15/2015,1.18
Northern Hemisphere,,2/15/2015,1.19
Northern Hemisphere,,3/15/2015,1.32
Northern Hemisphere,,4/15/2015,1.02
Northern Hemisphere,,5/15/2015,1.05
Northern Hemisphere,,6/15/2015,1.05
Northern Hemisphere,,7/15/2015,0.92
Northern Hemisphere,,8/15/2015,1.01
Northern Hemisphere,,9/15/2015,1.17
Northern Hemisphere,,10/15/2015,1.29
Northern Hemisphere,,11/15/2015,1.38
Northern Hemisphere,,12/15/2015,1.54
Northern Hemisphere,,1/15/2016,1.55
Northern Hemisphere,,2/15/2016,1.94
Northern Hemisphere,,3/15/2016,1.91
Northern Hemisphere,,4/15/2016,1.49
Northern Hemisphere,,5/15/2016,1.11
Northern Hemisphere,,6/15/2016,1.12
Northern Hemisphere,,7/15/2016,1.04
Northern Hemisphere,,8/15/2016,1.12
Northern Hemisphere,,9/15/2016,1.22
Northern Hemisphere,,10/15/2016,1.03
Northern Hemisphere,,11/15/2016,1.12
Northern Hemisphere,,12/15/2016,1.04
Northern Hemisphere,,1/15/2017,1.39
Northern Hemisphere,,2/15/2017,1.52
Northern Hemisphere,,3/15/2017,1.52
Northern Hemisphere,,4/15/2017,1.2
Northern Hemisphere,,5/15/2017,0.92
Northern Hemisphere,,6/15/2017,0.93
Northern Hemisphere,,7/15/2017,0.97
Northern Hemisphere,,8/15/2017,1.02
Northern Hemisphere,,9/15/2017,1
Northern Hemisphere,,10/15/2017,1.05
Northern Hemisphere,,11/15/2017,1.23
Northern Hemisphere,,12/15/2017,1.4
Northern Hemisphere,,1/15/2018,1.14
Northern Hemisphere,,2/15/2018,1.24
Northern Hemisphere,,3/15/2018,1.17
Northern Hemisphere,,4/15/2018,0.97
Northern Hemisphere,,5/15/2018,1.01
Northern Hemisphere,,6/15/2018,0.87
Northern Hemisphere,,7/15/2018,0.9
Northern Hemisphere,,8/15/2018,0.87
Northern Hemisphere,,9/15/2018,0.97
Northern Hemisphere,,10/15/2018,1.25
Northern Hemisphere,,11/15/2018,0.98
Northern Hemisphere,,12/15/2018,1.11
Northern Hemisphere,,1/15/2019,1.21
Northern Hemisphere,,2/15/2019,1.13
Northern Hemisphere,,3/15/2019,1.55
Northern Hemisphere,,4/15/2019,1.25
Northern Hemisphere,,5/15/2019,0.99
Northern Hemisphere,,6/15/2019,1.2
Northern Hemisphere,,7/15/2019,1.04
Northern Hemisphere,,8/15/2019,1.09
Northern Hemisphere,,9/15/2019,1.22
Northern Hemisphere,,10/15/2019,1.31
Northern Hemisphere,,11/15/2019,1.21
Northern Hemisphere,,12/15/2019,1.4
Northern Hemisphere,,1/15/2020,1.59
Northern Hemisphere,,2/15/2020,1.71
Northern Hemisphere,,3/15/2020,1.66
Northern Hemisphere,,4/15/2020,1.41
Northern Hemisphere,,5/15/2020,1.28
Northern Hemisphere,,6/15/2020,1.14
Northern Hemisphere,,7/15/2020,1.11
Northern Hemisphere,,8/15/2020,1.13
Northern Hemisphere,,9/15/2020,1.21
Northern Hemisphere,,10/15/2020,1.22
Northern Hemisphere,,11/15/2020,1.62
Northern Hemisphere,,12/15/2020,1.24
Northern Hemisphere,,1/15/2021,1.26
Northern Hemisphere,,2/15/2021,0.96
Northern Hemisphere,,3/15/2021,1.21
Northern Hemisphere,,4/15/2021,1.13
Northern Hemisphere,,5/15/2021,1.04
Northern Hemisphere,,6/15/2021,1.21
Northern Hemisphere,,7/15/2021,1.06
Northern Hemisphere,,8/15/2021,1.02
Southern Hemisphere,,1880-01-15,0.01
Southern Hemisphere,,1880-02-15,0.04
Southern Hemisphere,,1880-03-15,0.06
Southern Hemisphere,,1880-04-15,-0.01
Southern Hemisphere,,1880-05-15,-0.12
Southern Hemisphere,,1880-06-15,-0.24
Southern Hemisphere,,1880-07-15,-0.17
Southern Hemisphere,,1880-08-15,0.07
Southern Hemisphere,,1880-09-15,-0.05
Southern Hemisphere,,1880-10-15,-0.14
Southern Hemisphere,,1880-11-15,0.01
Southern Hemisphere,,1880-12-15,0.06
Southern Hemisphere,,1881-01-15,-0.08
Southern Hemisphere,,1881-02-15,-0.06
Southern Hemisphere,,1881-03-15,0.1
Southern Hemisphere,,1881-04-15,0.1
Southern Hemisphere,,1881-05-15,0.09
Southern Hemisphere,,1881-06-15,-0.05
Southern Hemisphere,,1881-07-15,-0.07
Southern Hemisphere,,1881-08-15,-0.02
Southern Hemisphere,,1881-09-15,-0.04
Southern Hemisphere,,1881-10-15,0
Southern Hemisphere,,1881-11-15,0.01
Southern Hemisphere,,1881-12-15,0.1
Southern Hemisphere,,1882-01-15,0.07
Southern Hemisphere,,1882-02-15,0.08
Southern Hemisphere,,1882-03-15,0.07
Southern Hemisphere,,1882-04-15,-0.01
Southern Hemisphere,,1882-05-15,-0.04
Southern Hemisphere,,1882-06-15,-0.15
Southern Hemisphere,,1882-07-15,-0.04
Southern Hemisphere,,1882-08-15,0.01
Southern Hemisphere,,1882-09-15,-0.04
Southern Hemisphere,,1882-10-15,0.04
Southern Hemisphere,,1882-11-15,0
Southern Hemisphere,,1882-12-15,-0.07
Southern Hemisphere,,1883-01-15,-0.02
Southern Hemisphere,,1883-02-15,-0.08
Southern Hemisphere,,1883-03-15,-0.08
Southern Hemisphere,,1883-04-15,-0.07
Southern Hemisphere,,1883-05-15,-0.09
Southern Hemisphere,,1883-06-15,-0.02
Southern Hemisphere,,1883-07-15,-0.08
Southern Hemisphere,,1883-08-15,-0.05
Southern Hemisphere,,1883-09-15,-0.1
Southern Hemisphere,,1883-10-15,-0.06
Southern Hemisphere,,1883-11-15,-0.04
Southern Hemisphere,,1883-12-15,-0.06
Southern Hemisphere,,1884-01-15,-0.08
Southern Hemisphere,,1884-02-15,-0.05
Southern Hemisphere,,1884-03-15,-0.1
Southern Hemisphere,,1884-04-15,-0.21
Southern Hemisphere,,1884-05-15,-0.31
Southern Hemisphere,,1884-06-15,-0.29
Southern Hemisphere,,1884-07-15,-0.21
Southern Hemisphere,,1884-08-15,-0.06
Southern Hemisphere,,1884-09-15,-0.11
Southern Hemisphere,,1884-10-15,-0.06
Southern Hemisphere,,1884-11-15,-0.1
Southern Hemisphere,,1884-12-15,-0.15
Southern Hemisphere,,1885-01-15,-0.19
Southern Hemisphere,,1885-02-15,-0.22
Southern Hemisphere,,1885-03-15,-0.3
Southern Hemisphere,,1885-04-15,-0.35
Southern Hemisphere,,1885-05-15,-0.32
Southern Hemisphere,,1885-06-15,-0.42
Southern Hemisphere,,1885-07-15,-0.33
Southern Hemisphere,,1885-08-15,-0.22
Southern Hemisphere,,1885-09-15,-0.19
Southern Hemisphere,,1885-10-15,-0.13
Southern Hemisphere,,1885-11-15,-0.11
Southern Hemisphere,,1885-12-15,-0.09
Southern Hemisphere,,1886-01-15,-0.14
Southern Hemisphere,,1886-02-15,-0.2
Southern Hemisphere,,1886-03-15,-0.16
Southern Hemisphere,,1886-04-15,-0.2
Southern Hemisphere,,1886-05-15,-0.15
Southern Hemisphere,,1886-06-15,-0.32
Southern Hemisphere,,1886-07-15,-0.21
Southern Hemisphere,,1886-08-15,-0.19
Southern Hemisphere,,1886-09-15,-0.15
Southern Hemisphere,,1886-10-15,-0.24
Southern Hemisphere,,1886-11-15,-0.15
Southern Hemisphere,,1886-12-15,-0.28
Southern Hemisphere,,1887-01-15,-0.36
Southern Hemisphere,,1887-02-15,-0.43
Southern Hemisphere,,1887-03-15,-0.27
Southern Hemisphere,,1887-04-15,-0.31
Southern Hemisphere,,1887-05-15,-0.35
Southern Hemisphere,,1887-06-15,-0.28
Southern Hemisphere,,1887-07-15,-0.27
Southern Hemisphere,,1887-08-15,-0.16
Southern Hemisphere,,1887-09-15,-0.3
Southern Hemisphere,,1887-10-15,-0.22
Southern Hemisphere,,1887-11-15,-0.24
Southern Hemisphere,,1887-12-15,-0.23
Southern Hemisphere,,1888-01-15,-0.2
Southern Hemisphere,,1888-02-15,-0.12
Southern Hemisphere,,1888-03-15,-0.21
Southern Hemisphere,,1888-04-15,-0.19
Southern Hemisphere,,1888-05-15,-0.29
Southern Hemisphere,,1888-06-15,-0.31
Southern Hemisphere,,1888-07-15,-0.2
Southern Hemisphere,,1888-08-15,-0.1
Southern Hemisphere,,1888-09-15,-0.04
Southern Hemisphere,,1888-10-15,0.06
Southern Hemisphere,,1888-11-15,0.07
Southern Hemisphere,,1888-12-15,0.15
Southern Hemisphere,,1889-01-15,0.08
Southern Hemisphere,,1889-02-15,0.03
Southern Hemisphere,,1889-03-15,0.13
Southern Hemisphere,,1889-04-15,0.03
Southern Hemisphere,,1889-05-15,0.02
Southern Hemisphere,,1889-06-15,-0.13
Southern Hemisphere,,1889-07-15,-0.07
Southern Hemisphere,,1889-08-15,-0.19
Southern Hemisphere,,1889-09-15,-0.17
