Entity,Code,Day,sea_level_rise_average,sea_level_rise_cw2011,sea_level_rise_uhslcfd
World,OWID_WRL,7/15/1934,-127.3474,-127.3473958,
World,OWID_WRL,4/15/1934,-120.6474,-120.6473958,
World,OWID_WRL,1/15/1934,-123.8474,-123.8473958,
World,OWID_WRL,10/15/1933,-122.88073,-122.8807292,
World,OWID_WRL,7/15/1933,-119.98073,-119.9807292,
World,OWID_WRL,4/15/1933,-116.31406,-116.3140625,
World,OWID_WRL,1/15/1933,-117.5474,-117.5473958,
World,OWID_WRL,10/15/1932,-122.6474,-122.6473958,
World,OWID_WRL,7/15/1932,-125.1474,-125.1473958,
World,OWID_WRL,4/15/1932,-124.41406,-124.4140625,
World,OWID_WRL,1/15/1932,-126.71406,-126.7140625,
World,OWID_WRL,10/15/1931,-131.21406,-131.2140625,
World,OWID_WRL,7/15/1931,-126.7474,-126.7473958,
World,OWID_WRL,4/15/1931,-130.08073,-130.0807292,
World,OWID_WRL,1/15/1931,-130.8474,-130.8473958,
World,OWID_WRL,10/15/1930,-124.78073,-124.7807292,
World,OWID_WRL,7/15/1930,-122.91406,-122.9140625,
World,OWID_WRL,4/15/1930,-136.01406,-136.0140625,
World,OWID_WRL,1/15/1930,-134.6474,-134.6473958,
World,OWID_WRL,10/15/1929,-131.4474,-131.4473958,
World,OWID_WRL,7/15/1929,-129.08073,-129.0807292,
World,OWID_WRL,4/15/1929,-133.11406,-133.1140625,
World,OWID_WRL,1/15/1929,-141.3474,-141.3473958,
World,OWID_WRL,10/15/1928,-133.88073,-133.8807292,
World,OWID_WRL,7/15/1928,-128.88073,-128.8807292,
World,OWID_WRL,4/15/1928,-134.58073,-134.5807292,
World,OWID_WRL,1/15/1928,-138.51406,-138.5140625,
World,OWID_WRL,10/15/1927,-131.98073,-131.9807292,
World,OWID_WRL,7/15/1927,-127.7474,-127.7473958,
World,OWID_WRL,4/15/1927,-128.71406,-128.7140625,
World,OWID_WRL,1/15/1927,-133.5474,-133.5473958,
World,OWID_WRL,10/15/1926,-122.68073,-122.6807292,
World,OWID_WRL,7/15/1926,-126.28073,-126.2807292,
World,OWID_WRL,4/15/1926,-135.58073,-135.5807292,
World,OWID_WRL,1/15/1926,-133.21406,-133.2140625,
World,OWID_WRL,10/15/1925,-135.8474,-135.8473958,
World,OWID_WRL,7/15/1925,-138.4474,-138.4473958,
World,OWID_WRL,4/15/1925,-137.11406,-137.1140625,
World,OWID_WRL,1/15/1925,-135.61406,-135.6140625,
World,OWID_WRL,10/15/1924,-139.01406,-139.0140625,
World,OWID_WRL,7/15/1924,-138.98073,-138.9807292,
World,OWID_WRL,4/15/1924,-136.38073,-136.3807292,
World,OWID_WRL,1/15/1924,-138.71406,-138.7140625,
World,OWID_WRL,10/15/1923,-134.28073,-134.2807292,
World,OWID_WRL,7/15/1923,-129.5474,-129.5473958,
World,OWID_WRL,4/15/1923,-126.51406,-126.5140625,
World,OWID_WRL,1/15/1923,-128.58073,-128.5807292,
World,OWID_WRL,10/15/1922,-134.7474,-134.7473958,
World,OWID_WRL,7/15/1922,-133.6474,-133.6473958,
World,OWID_WRL,4/15/1922,-129.88073,-129.8807292,
World,OWID_WRL,1/15/1922,-131.9474,-131.9473958,
World,OWID_WRL,10/15/1921,-136.5474,-136.5473958,
World,OWID_WRL,7/15/1921,-129.5474,-129.5473958,
World,OWID_WRL,4/15/1921,-126.81406,-126.8140625,
World,OWID_WRL,1/15/1921,-131.91406,-131.9140625,
World,OWID_WRL,10/15/1920,-133.78073,-133.7807292,
World,OWID_WRL,7/15/1920,-127.18073,-127.1807292,
World,OWID_WRL,4/15/1920,-134.81406,-134.8140625,
World,OWID_WRL,1/15/1920,-138.31406,-138.3140625,
World,OWID_WRL,10/15/1919,-130.78073,-130.7807292,
World,OWID_WRL,7/15/1919,-128.48073,-128.4807292,
World,OWID_WRL,4/15/1919,-138.38073,-138.3807292,
World,OWID_WRL,1/15/1919,-141.0474,-141.0473958,
World,OWID_WRL,10/15/1918,-134.1474,-134.1473958,
World,OWID_WRL,7/15/1918,-135.71406,-135.7140625,
World,OWID_WRL,4/15/1918,-138.5474,-138.5473958,
World,OWID_WRL,1/15/1918,-134.41406,-134.4140625,
World,OWID_WRL,10/15/1917,-135.68073,-135.6807292,
World,OWID_WRL,7/15/1917,-134.48073,-134.4807292,
World,OWID_WRL,4/15/1917,-137.38073,-137.3807292,
World,OWID_WRL,1/15/1917,-127.78073,-127.7807292,
World,OWID_WRL,10/15/1916,-132.61406,-132.6140625,
World,OWID_WRL,7/15/1916,-134.78073,-134.7807292,
World,OWID_WRL,4/15/1916,-125.58073,-125.5807292,
World,OWID_WRL,1/15/1916,-129.58073,-129.5807292,
World,OWID_WRL,10/15/1915,-136.3474,-136.3473958,
World,OWID_WRL,7/15/1915,-135.9474,-135.9473958,
World,OWID_WRL,4/15/1915,-124.21406,-124.2140625,
World,OWID_WRL,1/15/1915,-108.7474,-108.7473958,
World,OWID_WRL,10/15/1914,-132.18073,-132.1807292,
World,OWID_WRL,7/15/1914,-143.61406,-143.6140625,
World,OWID_WRL,4/15/1914,-139.6474,-139.6473958,
World,OWID_WRL,1/15/1914,-137.5474,-137.5473958,
World,OWID_WRL,10/15/1913,-136.11406,-136.1140625,
World,OWID_WRL,7/15/1913,-140.31406,-140.3140625,
World,OWID_WRL,4/15/1913,-150.21406,-150.2140625,
World,OWID_WRL,1/15/1913,-142.0474,-142.0473958,
World,OWID_WRL,10/15/1912,-141.08073,-141.0807292,
World,OWID_WRL,7/15/1912,-142.6474,-142.6473958,
World,OWID_WRL,4/15/1912,-149.68073,-149.6807292,
World,OWID_WRL,1/15/1912,-142.9474,-142.9473958,
World,OWID_WRL,10/15/1911,-133.58073,-133.5807292,
World,OWID_WRL,7/15/1911,-141.38073,-141.3807292,
World,OWID_WRL,4/15/1911,-144.08073,-144.0807292,
World,OWID_WRL,1/15/1911,-149.1474,-149.1473958,
World,OWID_WRL,10/15/1910,-148.71406,-148.7140625,
World,OWID_WRL,7/15/1910,-146.31406,-146.3140625,
World,OWID_WRL,4/15/1910,-150.9474,-150.9473958,
World,OWID_WRL,1/15/1910,-150.8474,-150.8473958,
World,OWID_WRL,10/15/1909,-148.6474,-148.6473958,
World,OWID_WRL,7/15/1909,-152.78073,-152.7807292,
World,OWID_WRL,4/15/1909,-146.31406,-146.3140625,
World,OWID_WRL,1/15/1909,-152.31406,-152.3140625,
World,OWID_WRL,10/15/1908,-156.48073,-156.4807292,
World,OWID_WRL,7/15/1908,-149.61406,-149.6140625,
World,OWID_WRL,4/15/1908,-153.9474,-153.9473958,
World,OWID_WRL,1/15/1908,-154.48073,-154.4807292,
World,OWID_WRL,10/15/1907,-157.0474,-157.0473958,
World,OWID_WRL,7/15/1907,-147.38073,-147.3807292,
World,OWID_WRL,4/15/1907,-147.28073,-147.2807292,
World,OWID_WRL,1/15/1907,-151.1474,-151.1473958,
World,OWID_WRL,10/15/1906,-148.98073,-148.9807292,
World,OWID_WRL,7/15/1906,-146.8474,-146.8473958,
World,OWID_WRL,4/15/1906,-150.41406,-150.4140625,
World,OWID_WRL,1/15/1906,-154.9474,-154.9473958,
World,OWID_WRL,10/15/1905,-150.81406,-150.8140625,
World,OWID_WRL,7/15/1905,-154.41406,-154.4140625,
World,OWID_WRL,4/15/1905,-160.81406,-160.8140625,
World,OWID_WRL,1/15/1905,-160.5474,-160.5473958,
World,OWID_WRL,10/15/1904,-155.08073,-155.0807292,
World,OWID_WRL,7/15/1904,-152.2474,-152.2473958,
World,OWID_WRL,4/15/1904,-147.7474,-147.7473958,
World,OWID_WRL,1/15/1904,-144.78073,-144.7807292,
World,OWID_WRL,10/15/1903,-145.71406,-145.7140625,
World,OWID_WRL,7/15/1903,-138.3474,-138.3473958,
World,OWID_WRL,4/15/1903,-134.61406,-134.6140625,
World,OWID_WRL,1/15/1903,-144.81406,-144.8140625,
World,OWID_WRL,10/15/1902,-145.41406,-145.4140625,
World,OWID_WRL,7/15/1902,-153.71406,-153.7140625,
World,OWID_WRL,4/15/1902,-150.78073,-150.7807292,
World,OWID_WRL,1/15/1902,-145.58073,-145.5807292,
World,OWID_WRL,10/15/1901,-147.48073,-147.4807292,
World,OWID_WRL,7/15/1901,-156.5474,-156.5473958,
World,OWID_WRL,4/15/1901,-156.58073,-156.5807292,
World,OWID_WRL,1/15/1901,-155.4474,-155.4473958,
World,OWID_WRL,10/15/1900,-155.38073,-155.3807292,
World,OWID_WRL,7/15/1900,-152.0474,-152.0473958,
World,OWID_WRL,4/15/1900,-151.78073,-151.7807292,
World,OWID_WRL,1/15/1900,-150.31406,-150.3140625,
